PERIOD,TYPE,NHSE_REGION_CODE,NHSE_REGION_NAME,MAIN_STAFF_GROUP,STAFF_GROUP,HC,FTE
202409 to 202509,Denominator at start of period,Y62,North West,Support to clinical staff,"Support to doctors, nurses & midwives",53076,45600.93652
202409 to 202509,Denominator at start of period,Y62,North West,Support to clinical staff,Support to ambulance staff,3646,3336.72618
202409 to 202509,Denominator at start of period,Y62,North West,Support to clinical staff,Support to ST&T staff,13952,12204.61701
202409 to 202509,Denominator at start of period,Y62,North West,NHS infrastructure support,All staff groups,39195,34581.64452
202409 to 202509,Denominator at start of period,Y62,North West,NHS infrastructure support,Senior managers,2275,2210.59754
202409 to 202509,Denominator at start of period,Y62,North West,NHS infrastructure support,Managers,3715,3586.54406
202409 to 202509,Denominator at start of period,Y62,North West,NHS infrastructure support,Central functions,19712,18121.95886
202409 to 202509,Denominator at start of period,Y62,North West,NHS infrastructure support,"Hotel, property & estates",13517,10662.54406
202409 to 202509,Denominator at start of period,Y62,North West,Unknown classification,Unknown classification,22,19.53999
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,All staff groups,All staff groups,249544,218665.13617
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,All staff groups,127379,113961.6038
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - All grades,23500,21998.26629
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Consultant,9486,8843.23079
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,351,325.14535
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,1656,1481.90078
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Staff Grade,10,7.353
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,5279,4976.26292
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Core Training,3580,3471.70725
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,1246,1229.83375
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,1409,1399.76875
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,342,118.83859
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,213,144.22511
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,Nurses & health visitors,64428,57328.17521
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,Midwives,4282,3509.60231
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,Ambulance staff,3148,2940.48551
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",32065,28185.07448
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Support to clinical staff,All staff groups,80002,68552.59102
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Support to clinical staff,"Support to doctors, nurses & midwives",58471,49549.52695
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Support to clinical staff,Support to ambulance staff,5404,4806.2658
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Support to clinical staff,Support to ST&T staff,16183,14196.79827
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,NHS infrastructure support,All staff groups,42406,36101.87468
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,NHS infrastructure support,Senior managers,1883,1789.59225
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,NHS infrastructure support,Managers,3337,3183.12564
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,NHS infrastructure support,Central functions,20132,18169.8432
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,NHS infrastructure support,"Hotel, property & estates",17083,12959.31359
202409 to 202509,Denominator at start of period,Y63,North East and Yorkshire,Unknown classification,Unknown classification,54,49.06667
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,All staff groups,All staff groups,171940,153694.32535
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,All staff groups,92785,84446.29789
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - All grades,28819,27293.55245
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Consultant,2716,2382.16998
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,136,111.20198
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,1347,1191.06084
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Staff Grade,93,90.33125
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,8486,7966.69967
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Core Training,6303,6142.49483
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,808,788.7675
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,8429,8396.2719
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,344,124.83535
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,185,99.71915
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,Nurses & health visitors,37184,33667.25004
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,Midwives,3878,3223.72188
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,Ambulance staff,2362,2211.26721
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",20550,18050.50631
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Support to clinical staff,All staff groups,58016,51395.86574
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Support to clinical staff,"Support to doctors, nurses & midwives",39830,34948.94675
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Support to clinical staff,Support to ambulance staff,3698,3390.52887
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Support to clinical staff,Support to ST&T staff,14508,13056.39012
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,NHS infrastructure support,All staff groups,21110,17775.38506
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,NHS infrastructure support,Senior managers,649,608.74231
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,NHS infrastructure support,Managers,1420,1341.19708
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,NHS infrastructure support,Central functions,9890,8920.14908
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,NHS infrastructure support,"Hotel, property & estates",9157,6905.29659
202409 to 202509,Joiners,All NHSE regions,All NHSE regions,Unknown classification,Unknown classification,86,76.77666
202409 to 202509,Joiners,Y56,London,All staff groups,All staff groups,30221,27929.78276
202409 to 202509,Joiners,Y56,London,Professionally qualified clinical staff,All staff groups,18283,16925.15166
202409 to 202509,Joiners,Y56,London,Professionally qualified clinical staff,HCHS doctors - All grades,5968,5613.96249
202409 to 202509,Joiners,Y56,London,Professionally qualified clinical staff,HCHS doctors - Consultant,617,517.0522
202409 to 202509,Joiners,Y56,London,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,13,10.11818
202409 to 202509,Joiners,Y56,London,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,217,183.18
202409 to 202509,Joiners,Y56,London,Professionally qualified clinical staff,HCHS doctors - Staff Grade,69,67.13125
202409 to 202509,Joiners,Y56,London,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,2226,2111.18161
202409 to 202509,Joiners,Y56,London,Professionally qualified clinical staff,HCHS doctors - Core Training,1446,1414.7875
202409 to 202509,Joiners,Y56,London,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,95,91.97875
202409 to 202509,Joiners,Y56,London,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,1181,1176.12375
202409 to 202509,Joiners,Y56,London,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,63,23.121
202409 to 202509,Joiners,Y56,London,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,44,19.28825
202409 to 202509,Joiners,Y56,London,Professionally qualified clinical staff,Nurses & health visitors,6629,6197.18721
